price,pair_id,seed,mirror,pos_a,comp_a,comp_b,cost_a,cost_b,winner_label,turns,unresolved
A,8,12,0,P1,0w0c3b,2w4c0b,42,38,B,18,false
A,8,12,1,P2,0w0c3b,2w4c0b,42,38,B,23,false
A,8,13,0,P1,0w0c3b,2w4c0b,42,38,B,24,false
A,8,13,1,P2,0w0c3b,2w4c0b,42,38,B,17,false
A,8,14,0,P1,0w0c3b,2w4c0b,42,38,B,20,false
A,8,14,1,P2,0w0c3b,2w4c0b,42,38,B,21,false
A,8,15,0,P1,0w0c3b,2w4c0b,42,38,A,20,false
A,8,15,1,P2,0w0c3b,2w4c0b,42,38,A,30,false
A,8,16,0,P1,0w0c3b,2w4c0b,42,38,A,22,false
A,8,16,1,P2,0w0c3b,2w4c0b,42,38,B,23,false
A,8,17,0,P1,0w0c3b,2w4c0b,42,38,B,30,false
A,8,17,1,P2,0w0c3b,2w4c0b,42,38,A,31,false
A,8,18,0,P1,0w0c3b,2w4c0b,42,38,B,16,false
A,8,18,1,P2,0w0c3b,2w4c0b,42,38,B,19,false
A,8,19,0,P1,0w0c3b,2w4c0b,42,38,B,24,false
A,8,19,1,P2,0w0c3b,2w4c0b,42,38,B,17,false
A,8,20,0,P1,0w0c3b,2w4c0b,42,38,B,18,false
A,8,20,1,P2,0w0c3b,2w4c0b,42,38,B,23,false
A,9,1,0,P1,0w0c3b,4w1c1b,42,41,B,26,false
A,9,1,1,P2,0w0c3b,4w1c1b,42,41,A,21,false
A,9,2,0,P1,0w0c3b,4w1c1b,42,41,B,26,false
A,9,2,1,P2,0w0c3b,4w1c1b,42,41,A,28,false
A,9,3,0,P1,0w0c3b,4w1c1b,42,41,B,22,false
A,9,3,1,P2,0w0c3b,4w1c1b,42,41,B,19,false
A,9,4,0,P1,0w0c3b,4w1c1b,42,41,A,27,false
A,9,4,1,P2,0w0c3b,4w1c1b,42,41,B,29,false
A,9,5,0,P1,0w0c3b,4w1c1b,42,41,A,27,false
A,9,5,1,P2,0w0c3b,4w1c1b,42,41,A,26,false
A,9,6,0,P1,0w0c3b,4w1c1b,42,41,B,16,false
A,9,6,1,P2,0w0c3b,4w1c1b,42,41,A,20,false
A,9,7,0,P1,0w0c3b,4w1c1b,42,41,B,16,false
A,9,7,1,P2,0w0c3b,4w1c1b,42,41,A,23,false
A,9,8,0,P1,0w0c3b,4w1c1b,42,41,B,26,false
A,9,8,1,P2,0w0c3b,4w1c1b,42,41,B,27,false
A,9,9,0,P1,0w0c3b,4w1c1b,42,41,A,33,false
A,9,9,1,P2,0w0c3b,4w1c1b,42,41,A,25,false
A,9,10,0,P1,0w0c3b,4w1c1b,42,41,B,24,false
A,9,10,1,P2,0w0c3b,4w1c1b,42,41,B,23,false
A,9,11,0,P1,0w0c3b,4w1c1b,42,41,B,20,false
A,9,11,1,P2,0w0c3b,4w1c1b,42,41,A,34,false
A,9,12,0,P1,0w0c3b,4w1c1b,42,41,B,22,false
A,9,12,1,P2,0w0c3b,4w1c1b,42,41,B,21,false
A,9,13,0,P1,0w0c3b,4w1c1b,42,41,A,29,false
A,9,13,1,P2,0w0c3b,4w1c1b,42,41,A,25,false
A,9,14,0,P1,0w0c3b,4w1c1b,42,41,B,22,false
A,9,14,1,P2,0w0c3b,4w1c1b,42,41,B,23,false
A,9,15,0,P1,0w0c3b,4w1c1b,42,41,B,24,false
